السنة,القطاع_العام,الحجم,المنطقة,إجمالي_عدد_المنشآت,share,الإيرادات_موزع,النفقات_موزع,التعويضات_موزع,الفائض_موزع
2020,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة المدينة المنورة,11388.0,0.085528885150359,1048750.83,555753.01,145407.57,347590.24
2020,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة تبوك,4870.0,0.0365758404181812,448491.09,237663.96,62182.55,148644.58
2020,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة جازان,8041.0,0.0603914441073091,740516.81,392413.94,102671.43,245431.43
2020,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة حائل,3559.0,0.0267296542193649,327757.66,173685.02,45443.06,108629.58
2020,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة عسير,9962.0,0.0748189984077868,917426.74,486161.88,127199.7,304065.16
2020,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة مكة المكرمة,34521.0,0.2592678823564755,3179129.55,1684681.22,440781.07,1053667.27
2020,أنشطة خدمات الإقامة والطعام,متناهية الصغر,منطقة نجران,2971.0,0.0223135157869438,273607.19,144989.66,37935.19,90682.35
2020,أنشطة خدمات الإقامة والطعام,متوسطة,المنطقة الشرقية,870.0,0.1789755194404443,3801221.15,2085038.49,665091.11,1051091.37
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة الباحة,13.0,0.0026743468422135,56799.86,31155.75,9938.14,15705.96
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة الجوف,23.0,0.0047315367208393,100492.05,55121.71,17582.87,27787.47
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة الحدود الشمالية,16.0,0.0032915038058012,69907.52,38345.54,12231.56,19330.42
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة الرياض,1613.0,0.3318247274223411,7047551.39,3865709.3,1233094.2,1948747.56
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة القصيم,173.0,0.0355893849002262,755875.01,414611.1,132253.75,209010.12
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة المدينة المنورة,339.0,0.0697387368854145,1481165.48,812446.03,259156.19,409563.19
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة تبوك,74.0,0.0152232051018309,323322.26,177348.1,56570.97,89403.17
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة جازان,77.0,0.0158403620654186,336429.92,184537.89,58864.39,93027.63
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة حائل,44.0,0.0090516354659535,192245.67,105450.22,33636.79,53158.64
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة عسير,211.0,0.0434067064390043,921905.36,505681.75,161303.71,254919.86
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة مكة المكرمة,1361.0,0.279983542480971,5946508.02,3261767.11,1040447.12,1644293.51
2020,أنشطة خدمات الإقامة والطعام,متوسطة,منطقة نجران,47.0,0.0096687924295412,205353.33,112640.01,35930.21,56783.1
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,المنطقة الشرقية,162.0,0.2956204379562044,17577.3,3639.68,6305.58,7632.03
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة الجوف,3.0,0.0054744525547445,325.51,67.4,116.77,141.33
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة الرياض,179.0,0.3266423357664234,19421.83,4021.62,6967.28,8432.93
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة القصيم,19.0,0.0346715328467153,2061.53,426.88,739.54,895.11
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة المدينة المنورة,14.0,0.0255474452554744,1519.03,314.54,544.93,659.56
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة تبوك,25.0,0.0456204379562043,2712.55,561.68,973.08,1177.78
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة جازان,20.0,0.0364963503649635,2170.04,449.34,778.47,942.23
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة حائل,6.0,0.010948905109489,651.01,134.8,233.54,282.67
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة عسير,17.0,0.0310218978102189,1844.53,381.94,661.7,800.89
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,منطقة مكة المكرمة,103.0,0.187956204379562,11175.69,2314.12,4009.11,4852.47
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,المنطقة الشرقية,217.0,0.2205284552845528,1704.68,561.47,567.64,575.36
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة الباحة,8.0,0.008130081300813,62.85,20.7,20.93,21.21
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة الجوف,21.0,0.0213414634146341,164.97,54.34,54.93,55.68
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة الحدود الشمالية,12.0,0.0121951219512195,94.27,31.05,31.39,31.82
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة الرياض,242.0,0.2459349593495935,1901.08,626.15,633.04,641.64
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة القصيم,36.0,0.0365853658536585,282.8,93.15,94.17,95.45
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة المدينة المنورة,42.0,0.0426829268292682,329.94,108.67,109.87,111.36
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة تبوك,39.0,0.0396341463414634,306.37,100.91,102.02,103.41
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة جازان,32.0,0.032520325203252,251.38,82.8,83.71,84.85
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة حائل,46.0,0.0467479674796747,361.36,119.02,120.33,121.97
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة عسير,70.0,0.0711382113821138,549.9,181.12,183.11,185.6
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة مكة المكرمة,199.0,0.2022357723577235,1563.28,514.89,520.55,527.63
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,منطقة نجران,20.0,0.0203252032520325,157.11,51.75,52.32,53.03
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,المنطقة الشرقية,18.0,0.1894736842105263,1682715.79,789181.2,259820.91,633713.49
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة الرياض,28.0,0.2947368421052631,2617557.89,1227615.2,404165.85,985776.55
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة القصيم,1.0,0.0105263157894736,93484.21,43843.4,14434.49,35206.31
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة المدينة المنورة,6.0,0.0631578947368421,560905.26,263060.4,86606.97,211237.83
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة جازان,4.0,0.0421052631578947,373936.84,175373.6,57737.98,140825.22
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة عسير,5.0,0.0526315789473684,467421.05,219217.0,72172.47,176031.53
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة مكة المكرمة,29.0,0.3052631578947368,2711042.11,1271458.6,418600.35,1020982.85
2020,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,منطقة نجران,4.0,0.0421052631578947,373936.84,175373.6,57737.98,140825.22
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,المنطقة الشرقية,247.0,0.1788559015206372,172969.93,65991.03,29509.08,77469.82
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة الباحة,8.0,0.0057929036929761,5602.27,2137.36,955.76,2509.14
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة الجوف,15.0,0.0108616944243301,10504.25,4007.55,1792.05,4704.65
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة الحدود الشمالية,23.0,0.0166545981173063,16106.51,6144.91,2747.81,7213.79
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة الرياض,368.0,0.2664735698769008,257704.19,98318.62,43964.94,115420.63
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة القصيم,90.0,0.0651701665459811,63025.48,24045.31,10752.3,28227.87
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة المدينة المنورة,61.0,0.0441708906589427,42717.27,16297.38,7287.67,19132.22
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة تبوك,17.0,0.0123099203475742,11904.81,4541.89,2030.99,5331.93
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة جازان,33.0,0.0238957277335264,23109.34,8816.62,3942.51,10350.22
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة حائل,21.0,0.0152063721940622,14705.95,5610.57,2508.87,6586.5
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة عسير,78.0,0.056480811006517,54622.08,20839.27,9318.66,24464.15
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة مكة المكرمة,386.0,0.279507603186097,270309.29,103127.68,46115.4,121066.2
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,صغيرة,منطقة نجران,34.0,0.0246198406951484,23809.63,9083.79,4061.98,10663.86
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,المنطقة الشرقية,249.0,0.0727857351651563,25998.56,11222.83,3626.55,11149.17
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة الباحة,48.0,0.0140309850920783,5011.77,2163.44,699.09,2149.24
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة الجوف,48.0,0.0140309850920783,5011.77,2163.44,699.09,2149.24
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة الحدود الشمالية,33.0,0.0096463022508038,3445.59,1487.36,480.63,1477.6
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة الرياض,755.0,0.2206957030108155,78830.96,34029.07,10996.16,33805.73
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة القصيم,186.0,0.0543700672318035,19420.61,8383.32,2708.99,8328.3
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة المدينة المنورة,117.0,0.0342005261619409,12216.19,5273.38,1704.04,5238.77
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة تبوك,88.0,0.0257234726688102,9188.24,3966.3,1281.67,3940.27
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة جازان,140.0,0.0409237065185618,14617.66,6310.03,2039.02,6268.61
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة حائل,86.0,0.0251388482899736,8979.42,3876.16,1252.54,3850.72
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة عسير,385.0,0.112540192926045,40198.57,17352.57,5607.32,17238.68
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة مكة المكرمة,1192.0,0.3484361297866121,124458.95,53725.37,17360.83,53372.75
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متناهية الصغر,منطقة نجران,94.0,0.02747734580532,9814.72,4236.73,1369.06,4208.92
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,المنطقة الشرقية,48.0,0.1797752808988764,255425.8,120898.34,35992.99,98534.47
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة الجوف,4.0,0.0149812734082397,21285.48,10074.86,2999.42,8211.21
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة الرياض,88.0,0.3295880149812734,468280.63,221646.95,65987.15,180646.53
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة القصيم,1.0,0.0037453183520599,5321.37,2518.72,749.85,2052.8
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة المدينة المنورة,14.0,0.0524344569288389,74499.19,35262.01,10497.96,28739.22
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة تبوك,4.0,0.0149812734082397,21285.48,10074.86,2999.42,8211.21
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة جازان,4.0,0.0149812734082397,21285.48,10074.86,2999.42,8211.21
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة حائل,14.0,0.0524344569288389,74499.19,35262.01,10497.96,28739.22
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة عسير,12.0,0.0449438202247191,63856.45,30224.58,8998.25,24633.62
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة مكة المكرمة,70.0,0.2621722846441947,372495.96,176310.07,52489.78,143696.1
2020,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات,متوسطة,منطقة نجران,8.0,0.0299625468164794,42570.97,20149.72,5998.83,16422.41
2020,الأنشطة العقارية,صغيرة,المنطقة الشرقية,664.0,0.1346855983772819,176344.12,59112.57,41369.76,75861.8
2020,الأنشطة العقارية,صغيرة,منطقة الباحة,6.0,0.0012170385395537,1593.47,534.15,373.82,685.5
2020,الأنشطة العقارية,صغيرة,منطقة الجوف,23.0,0.0046653144016227,6108.31,2047.57,1432.99,2627.74
2020,الأنشطة العقارية,صغيرة,منطقة الحدود الشمالية,16.0,0.0032454361054766,4249.26,1424.4,996.86,1828.0
2020,الأنشطة العقارية,صغيرة,منطقة الرياض,2180.0,0.4421906693711968,578961.13,194074.39,135822.4,249064.34
2020,الأنشطة العقارية,صغيرة,منطقة القصيم,94.0,0.0190669371196754,24964.38,8368.35,5856.56,10739.47
2020,الأنشطة العقارية,صغيرة,منطقة المدينة المنورة,170.0,0.0344827586206896,45148.34,15134.24,10591.66,19422.45
2020,الأنشطة العقارية,صغيرة,منطقة تبوك,48.0,0.00973630831643,12747.77,4273.2,2990.58,5483.99
2020,الأنشطة العقارية,صغيرة,منطقة جازان,59.0,0.0119675456389452,15669.13,5252.47,3675.93,6740.73
2020,الأنشطة العقارية,صغيرة,منطقة حائل,25.0,0.0050709939148073,6639.46,2225.62,1557.6,2856.24
2020,الأنشطة العقارية,صغيرة,منطقة عسير,98.0,0.0198782961460446,26026.69,8724.45,6105.78,11196.47
2020,الأنشطة العقارية,صغيرة,منطقة مكة المكرمة,1530.0,0.3103448275862069,406335.1,136208.17,95324.9,174802.03
2020,الأنشطة العقارية,صغيرة,منطقة نجران,17.0,0.0034482758620689,4514.83,1513.42,1059.17,1942.24
2020,الأنشطة العقارية,متناهية الصغر,المنطقة الشرقية,1218.0,0.1045583311872263,74025.1,28682.02,19093.19,26249.79
2020,الأنشطة العقارية,متناهية الصغر,منطقة الباحة,31.0,0.002661172632844,1884.05,730.0,485.95,668.1
2020,الأنشطة العقارية,متناهية الصغر,منطقة الجوف,89.0,0.0076401407846167,5409.06,2095.81,1395.15,1918.09
2020,الأنشطة العقارية,متناهية الصغر,منطقة الحدود الشمالية,62.0,0.005322345265688,3768.11,1460.0,971.9,1336.2
2020,الأنشطة العقارية,متناهية الصغر,منطقة الرياض,4920.0,0.4223538501158898,299017.66,115858.42,77125.19,106033.62
2020,الأنشطة العقارية,متناهية الصغر,منطقة القصيم,337.0,0.0289295218473688,20481.49,7935.83,5282.76,7262.87
2020,الأنشطة العقارية,متناهية الصغر,منطقة المدينة المنورة,490.0,0.0420636964546312,29780.21,11538.74,7681.17,10560.26
2020,الأنشطة العقارية,متناهية الصغر,منطقة تبوك,231.0,0.0198300283286118,14039.24,5439.69,3621.12,4978.41
2020,الأنشطة العقارية,متناهية الصغر,منطقة جازان,283.0,0.0242939308095115,17199.59,6664.21,4436.27,6099.09
2020,الأنشطة العقارية,متناهية الصغر,منطقة حائل,149.0,0.012790797493347,9055.62,3508.72,2335.7,3211.18
2020,الأنشطة العقارية,متناهية الصغر,منطقة عسير,495.0,0.0424929178470254,30084.09,11656.49,7759.55,10668.02
2020,الأنشطة العقارية,متناهية الصغر,منطقة مكة المكرمة,3249.0,0.2789080607777491,197461.05,76508.94,50930.84,70020.98
2020,الأنشطة العقارية,متناهية الصغر,منطقة نجران,95.0,0.0081552064554897,5773.71,2237.1,1489.21,2047.4
2020,الأنشطة العقارية,متوسطة,المنطقة الشرقية,72.0,0.1283422459893048,246530.18,38451.21,86601.37,121477.6
2020,الأنشطة العقارية,متوسطة,منطقة الباحة,4.0,0.0071301247771836,13696.12,2136.18,4811.19,6748.76
2020,الأنشطة العقارية,متوسطة,منطقة الجوف,6.0,0.0106951871657754,20544.18,3204.27,7216.78,10123.13
2020,الأنشطة العقارية,متوسطة,منطقة الرياض,257.0,0.4581105169340463,879975.79,137249.45,309118.78,433607.56
2020,الأنشطة العقارية,متوسطة,منطقة القصيم,8.0,0.0142602495543672,27392.24,4272.36,9622.37,13497.51
2020,الأنشطة العقارية,متوسطة,منطقة المدينة المنورة,15.0,0.0267379679144385,51360.45,8010.67,18041.95,25307.83
2020,الأنشطة العقارية,متوسطة,منطقة تبوك,8.0,0.0142602495543672,27392.24,4272.36,9622.37,13497.51
2020,الأنشطة العقارية,متوسطة,منطقة جازان,8.0,0.0142602495543672,27392.24,4272.36,9622.37,13497.51
2020,الأنشطة العقارية,متوسطة,منطقة عسير,9.0,0.0160427807486631,30816.27,4806.4,10825.17,15184.7
2020,الأنشطة العقارية,متوسطة,منطقة مكة المكرمة,170.0,0.303030303030303,582085.15,90787.58,204475.45,286822.12
2020,الأنشطة العقارية,متوسطة,منطقة نجران,4.0,0.0071301247771836,13696.12,2136.18,4811.19,6748.76
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,المنطقة الشرقية,447.0,0.1768196202531645,2747167.93,617219.47,301477.81,1828470.47
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة الباحة,8.0,0.0031645569620253,49166.32,11046.43,5395.58,32724.3
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة الجوف,8.0,0.0031645569620253,49166.32,11046.43,5395.58,32724.3
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة الحدود الشمالية,13.0,0.0051424050632911,79895.26,17950.45,8767.81,53176.99
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة الرياض,1016.0,0.4018987341772151,6244122.19,1402897.06,685238.15,4155986.58
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة القصيم,15.0,0.0059335443037974,92186.84,20712.06,10116.7,61358.07
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة المدينة المنورة,59.0,0.0233386075949367,362601.58,81467.45,39792.37,241341.74
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة تبوك,8.0,0.0031645569620253,49166.32,11046.43,5395.58,32724.3
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة جازان,23.0,0.0090981012658227,141353.16,31758.5,15512.28,94082.37
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة حائل,15.0,0.0059335443037974,92186.84,20712.06,10116.7,61358.07
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة عسير,24.0,0.0094936708860759,147498.95,33139.3,16186.73,98172.91
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة مكة المكرمة,884.0,0.3496835443037974,5432877.97,1220630.91,596211.14,3616035.57
2020,الأنشطة المالية وأنشطة التأمين,صغيرة,منطقة نجران,8.0,0.0031645569620253,49166.32,11046.43,5395.58,32724.3
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,المنطقة الشرقية,691.0,0.1612225851609892,502640.43,183279.45,69179.81,250181.18
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة الباحة,28.0,0.0065328978068128,20367.48,7426.66,2803.23,10137.59
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة الجوف,41.0,0.0095660289314045,29823.82,10874.76,4104.74,14844.32
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة الحدود الشمالية,22.0,0.0051329911339244,16003.02,5835.24,2202.54,7965.25
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة الرياض,1711.0,0.3992067195520298,1244598.81,453822.19,171297.61,619479.01
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة القصيم,105.0,0.0244983667755482,76378.07,27849.99,10512.13,38015.95
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة المدينة المنورة,156.0,0.0363975734951003,113475.99,41377.13,15618.02,56480.84
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة تبوك,66.0,0.0153989734017732,48009.07,17505.71,6607.62,23895.74
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة جازان,75.0,0.0174988334111059,54555.76,19892.85,7508.66,27154.25
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة حائل,55.0,0.012832477834811,40007.56,14588.09,5506.35,19913.12
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة عسير,133.0,0.0310312645823611,96745.55,35276.65,13315.36,48153.54
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة مكة المكرمة,1118.0,0.2608492767148856,813244.57,296536.07,111929.12,404779.39
2020,الأنشطة المالية وأنشطة التأمين,متناهية الصغر,منطقة نجران,85.0,0.0198320111992533,61829.86,22545.23,8509.82,30774.82
2020,الأنشطة المالية وأنشطة التأمين,متوسطة,المنطقة الشرقية,107.0,0.1977818853974122,7836082.3,1996644.72,1105032.31,4734405.46
2020,الأنشطة المالية وأنشطة التأمين,متوسطة,منطقة الرياض,297.0,0.5489833641404805,21750620.97,5542088.62,3067239.23,13141293.67
2020,الأنشطة المالية وأنشطة التأمين,متوسطة,منطقة المدينة المنورة,6.0,0.011090573012939,439406.48,111961.39,61964.43,265480.68
2020,الأنشطة المالية وأنشطة التأمين,متوسطة,منطقة عسير,4.0,0.0073937153419593,292937.66,74640.92,41309.62,176987.12
2020,الأنشطة المالية وأنشطة التأمين,متوسطة,منطقة مكة المكرمة,127.0,0.2347504621072088,9300770.58,2369849.34,1311580.41,5619341.06
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,المنطقة الشرقية,1829.0,0.1556993274878692,956275.53,442577.05,222953.81,290744.67
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة الباحة,68.0,0.0057887120115774,35553.16,16454.48,8289.15,10809.53
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة الجوف,125.0,0.0106410147271643,65355.08,30247.2,15237.41,19870.47
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة الحدود الشمالية,67.0,0.0057035838937601,35030.32,16212.5,8167.25,10650.57
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة الرياض,4866.0,0.4142334212990551,2544142.56,1177463.06,593161.96,773517.54
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة القصيم,308.0,0.026219460287733,161034.92,74529.1,37544.98,48960.83
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة المدينة المنورة,419.0,0.035668681365455,219070.23,101388.62,51075.8,66605.81
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة تبوك,119.0,0.0101302460202604,62218.04,28795.34,14506.02,18916.68
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة جازان,93.0,0.0079169149570103,48624.18,22503.92,11336.63,14783.63
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة حائل,87.0,0.0074061462501064,45487.14,21052.05,10605.24,13829.84
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة عسير,242.0,0.0206010045117902,126527.43,58558.58,29499.63,38469.22
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة مكة المكرمة,3434.0,0.2923299565846599,1795434.76,830951.12,418602.17,545881.47
2020,الأنشطة المهنية والعلمية والتقنية,صغيرة,منطقة نجران,90.0,0.0076615306035583,47055.66,21777.99,10970.94,14306.74
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,المنطقة الشرقية,3440.0,0.1214260501235439,373257.0,166735.09,62839.92,143681.99
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة الباحة,323.0,0.0114013413342746,35047.1,15655.65,5900.38,13491.07
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة الجوف,439.0,0.0154959406989057,47633.67,21278.11,8019.4,18336.16
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة الحدود الشمالية,311.0,0.0109777620896576,33745.04,15074.02,5681.17,12989.85
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة الرياض,11910.0,0.4204024002823862,1292293.86,577271.77,217564.97,497457.12
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة القصيم,931.0,0.0328626897282033,101018.1,45125.11,17006.97,38886.03
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة المدينة المنورة,1132.0,0.0399576420755383,122827.59,54867.48,20678.72,47281.4
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة تبوك,392.0,0.0138369219908224,42533.94,19000.04,7160.83,16373.06
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة جازان,440.0,0.0155312389692905,47742.17,21326.58,8037.66,18377.93
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة حائل,423.0,0.0149311683727497,45897.59,20502.6,7727.12,17667.87
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة عسير,811.0,0.0286268972820331,87997.51,39308.77,14814.88,33873.86
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة مكة المكرمة,7446.0,0.262830921284857,807927.8,360903.91,136019.21,311004.68
2020,الأنشطة المهنية والعلمية والتقنية,متناهية الصغر,منطقة نجران,332.0,0.0117190257677373,36023.64,16091.87,6064.78,13866.98
2020,الأنشطة المهنية والعلمية والتقنية,متوسطة,المنطقة الشرقية,325.0,0.2365356622998544,2759325.45,1139578.44,592411.61,1027335.41
2020,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة الباحة,4.0,0.0029112081513828,33960.93,14025.58,7291.22,12644.13
2020,الأنشطة المهنية والعلمية والتقنية,متوسطة,منطقة الجوف,8.0,0.0058224163027656,67921.86,28051.16,14582.44,25288.26
